	timestamp	date	activity
48	2003-03-18 15:48:00	2003-03-18	33
49	2003-03-18 15:49:00	2003-03-18	141
50	2003-03-18 15:50:00	2003-03-18	25
51	2003-03-18 15:51:00	2003-03-18	86
52	2003-03-18 15:52:00	2003-03-18	20
53	2003-03-18 15:53:00	2003-03-18	45
54	2003-03-18 15:54:00	2003-03-18	45
55	2003-03-18 15:55:00	2003-03-18	126
56	2003-03-18 15:56:00	2003-03-18	42
57	2003-03-18 15:57:00	2003-03-18	17
58	2003-03-18 15:58:00	2003-03-18	106
59	2003-03-18 15:59:00	2003-03-18	66
60	2003-03-18 16:00:00	2003-03-18	322
61	2003-03-18 16:01:00	2003-03-18	683
62	2003-03-18 16:02:00	2003-03-18	705
63	2003-03-18 16:03:00	2003-03-18	1174
64	2003-03-18 16:04:00	2003-03-18	208
65	2003-03-18 16:05:00	2003-03-18	0
66	2003-03-18 16:06:00	2003-03-18	3
67	2003-03-18 16:07:00	2003-03-18	0
68	2003-03-18 16:08:00	2003-03-18	25
69	2003-03-18 16:09:00	2003-03-18	0
70	2003-03-18 16:10:00	2003-03-18	0
71	2003-03-18 16:11:00	2003-03-18	30
72	2003-03-18 16:12:00	2003-03-18	0
73	2003-03-18 16:13:00	2003-03-18	0
74	2003-03-18 16:14:00	2003-03-18	3
75	2003-03-18 16:15:00	2003-03-18	8
76	2003-03-18 16:16:00	2003-03-18	57
77	2003-03-18 16:17:00	2003-03-18	131
78	2003-03-18 16:18:00	2003-03-18	57
79	2003-03-18 16:19:00	2003-03-18	0
80	2003-03-18 16:20:00	2003-03-18	640
81	2003-03-18 16:21:00	2003-03-18	464
82	2003-03-18 16:22:00	2003-03-18	188
83	2003-03-18 16:23:00	2003-03-18	70
84	2003-03-18 16:24:00	2003-03-18	76
85	2003-03-18 16:25:00	2003-03-18	25
86	2003-03-18 16:26:00	2003-03-18	111
87	2003-03-18 16:27:00	2003-03-18	116
88	2003-03-18 16:28:00	2003-03-18	136
89	2003-03-18 16:29:00	2003-03-18	3
90	2003-03-18 16:30:00	2003-03-18	27
91	2003-03-18 16:31:00	2003-03-18	53
92	2003-03-18 16:32:00	2003-03-18	175
93	2003-03-18 16:33:00	2003-03-18	70
94	2003-03-18 16:34:00	2003-03-18	239
95	2003-03-18 16:35:00	2003-03-18	194
96	2003-03-18 16:36:00	2003-03-18	208
97	2003-03-18 16:37:00	2003-03-18	146
98	2003-03-18 16:38:00	2003-03-18	30
99	2003-03-18 16:39:00	2003-03-18	73
100	2003-03-18 16:40:00	2003-03-18	12
101	2003-03-18 16:41:00	2003-03-18	96
102	2003-03-18 16:42:00	2003-03-18	223
103	2003-03-18 16:43:00	2003-03-18	3
104	2003-03-18 16:44:00	2003-03-18	201
105	2003-03-18 16:45:00	2003-03-18	111
106	2003-03-18 16:46:00	2003-03-18	3
107	2003-03-18 16:47:00	2003-03-18	151
108	2003-03-18 16:48:00	2003-03-18	18
109	2003-03-18 16:49:00	2003-03-18	100
110	2003-03-18 16:50:00	2003-03-18	126
111	2003-03-18 16:51:00	2003-03-18	100
112	2003-03-18 16:52:00	2003-03-18	70
113	2003-03-18 16:53:00	2003-03-18	32
114	2003-03-18 16:54:00	2003-03-18	911
115	2003-03-18 16:55:00	2003-03-18	2269
116	2003-03-18 16:56:00	2003-03-18	854
117	2003-03-18 16:57:00	2003-03-18	971
118	2003-03-18 16:58:00	2003-03-18	1290
119	2003-03-18 16:59:00	2003-03-18	1882
120	2003-03-18 17:00:00	2003-03-18	1824
121	2003-03-18 17:01:00	2003-03-18	1712
122	2003-03-18 17:02:00	2003-03-18	1882
123	2003-03-18 17:03:00	2003-03-18	1824
124	2003-03-18 17:04:00	2003-03-18	1942
125	2003-03-18 17:05:00	2003-03-18	2341
126	2003-03-18 17:06:00	2003-03-18	2131
127	2003-03-18 17:07:00	2003-03-18	1463
128	2003-03-18 17:08:00	2003-03-18	1882
129	2003-03-18 17:09:00	2003-03-18	2131
130	2003-03-18 17:10:00	2003-03-18	1712
131	2003-03-18 17:11:00	2003-03-18	1824
132	2003-03-18 17:12:00	2003-03-18	1712
133	2003-03-18 17:13:00	2003-03-18	2003
134	2003-03-18 17:14:00	2003-03-18	2003
135	2003-03-18 17:15:00	2003-03-18	582
136	2003-03-18 17:16:00	2003-03-18	728
137	2003-03-18 17:17:00	2003-03-18	776
138	2003-03-18 17:18:00	2003-03-18	334
139	2003-03-18 17:19:00	2003-03-18	640
140	2003-03-18 17:20:00	2003-03-18	495
141	2003-03-18 17:21:00	2003-03-18	911
142	2003-03-18 17:22:00	2003-03-18	346
143	2003-03-18 17:23:00	2003-03-18	421
144	2003-03-18 17:24:00	2003-03-18	479
145	2003-03-18 17:25:00	2003-03-18	941
146	2003-03-18 17:26:00	2003-03-18	1942
147	2003-03-18 17:27:00	2003-03-18	828
148	2003-03-18 17:28:00	2003-03-18	776
149	2003-03-18 17:29:00	2003-03-18	776
150	2003-03-18 17:30:00	2003-03-18	2131
151	2003-03-18 17:31:00	2003-03-18	1558
152	2003-03-18 17:32:00	2003-03-18	705
153	2003-03-18 17:33:00	2003-03-18	1174
154	2003-03-18 17:34:00	2003-03-18	1942
155	2003-03-18 17:35:00	2003-03-18	776
156	2003-03-18 17:36:00	2003-03-18	971
157	2003-03-18 17:37:00	2003-03-18	683
158	2003-03-18 17:38:00	2003-03-18	828
159	2003-03-18 17:39:00	2003-03-18	1332
160	2003-03-18 17:40:00	2003-03-18	600
161	2003-03-18 17:41:00	2003-03-18	479
162	2003-03-18 17:42:00	2003-03-18	600
163	2003-03-18 17:43:00	2003-03-18	394
164	2003-03-18 17:44:00	2003-03-18	407
165	2003-03-18 17:45:00	2003-03-18	828
166	2003-03-18 17:46:00	2003-03-18	1607
167	2003-03-18 17:47:00	2003-03-18	1418
168	2003-03-18 17:48:00	2003-03-18	854
169	2003-03-18 17:49:00	2003-03-18	1767
170	2003-03-18 17:50:00	2003-03-18	971
171	2003-03-18 17:51:00	2003-03-18	1463
172	2003-03-18 17:52:00	2003-03-18	1034
173	2003-03-18 17:53:00	2003-03-18	421
174	2003-03-18 17:54:00	2003-03-18	434
175	2003-03-18 17:55:00	2003-03-18	346
176	2003-03-18 17:56:00	2003-03-18	334
177	2003-03-18 17:57:00	2003-03-18	273
178	2003-03-18 17:58:00	2003-03-18	248
179	2003-03-18 17:59:00	2003-03-18	369
180	2003-03-18 18:00:00	2003-03-18	512
181	2003-03-18 18:01:00	2003-03-18	512
182	2003-03-18 18:02:00	2003-03-18	283
183	2003-03-18 18:03:00	2003-03-18	705
184	2003-03-18 18:04:00	2003-03-18	273
185	2003-03-18 18:05:00	2003-03-18	640
186	2003-03-18 18:06:00	2003-03-18	156
187	2003-03-18 18:07:00	2003-03-18	156
188	2003-03-18 18:08:00	2003-03-18	76
189	2003-03-18 18:09:00	2003-03-18	194
190	2003-03-18 18:10:00	2003-03-18	32
191	2003-03-18 18:11:00	2003-03-18	600
192	2003-03-18 18:12:00	2003-03-18	728
193	2003-03-18 18:13:00	2003-03-18	313
194	2003-03-18 18:14:00	2003-03-18	322
195	2003-03-18 18:15:00	2003-03-18	640
196	2003-03-18 18:16:00	2003-03-18	63
197	2003-03-18 18:17:00	2003-03-18	86
198	2003-03-18 18:18:00	2003-03-18	582
199	2003-03-18 18:19:00	2003-03-18	223
200	2003-03-18 18:20:00	2003-03-18	303
201	2003-03-18 18:21:00	2003-03-18	394
202	2003-03-18 18:22:00	2003-03-18	151
203	2003-03-18 18:23:00	2003-03-18	208
204	2003-03-18 18:24:00	2003-03-18	161
205	2003-03-18 18:25:00	2003-03-18	45
206	2003-03-18 18:26:00	2003-03-18	52
207	2003-03-18 18:27:00	2003-03-18	37
208	2003-03-18 18:28:00	2003-03-18	28
209	2003-03-18 18:29:00	2003-03-18	76
210	2003-03-18 18:30:00	2003-03-18	33
211	2003-03-18 18:31:00	2003-03-18	15
212	2003-03-18 18:32:00	2003-03-18	7
213	2003-03-18 18:33:00	2003-03-18	175
214	2003-03-18 18:34:00	2003-03-18	35
215	2003-03-18 18:35:00	2003-03-18	322
216	2003-03-18 18:36:00	2003-03-18	35
217	2003-03-18 18:37:00	2003-03-18	854
218	2003-03-18 18:38:00	2003-03-18	512
219	2003-03-18 18:39:00	2003-03-18	1509
220	2003-03-18 18:40:00	2003-03-18	1137
221	2003-03-18 18:41:00	2003-03-18	479
222	2003-03-18 18:42:00	2003-03-18	357
223	2003-03-18 18:43:00	2003-03-18	545
224	2003-03-18 18:44:00	2003-03-18	283
225	2003-03-18 18:45:00	2003-03-18	131
226	2003-03-18 18:46:00	2003-03-18	512
227	2003-03-18 18:47:00	2003-03-18	146
228	2003-03-18 18:48:00	2003-03-18	582
229	2003-03-18 18:49:00	2003-03-18	322
230	2003-03-18 18:50:00	2003-03-18	76
231	2003-03-18 18:51:00	2003-03-18	0
232	2003-03-18 18:52:00	2003-03-18	161
233	2003-03-18 18:53:00	2003-03-18	394
234	2003-03-18 18:54:00	2003-03-18	86
235	2003-03-18 18:55:00	2003-03-18	449
236	2003-03-18 18:56:00	2003-03-18	640
237	2003-03-18 18:57:00	2003-03-18	705
238	2003-03-18 18:58:00	2003-03-18	464
239	2003-03-18 18:59:00	2003-03-18	801
240	2003-03-18 19:00:00	2003-03-18	1212
241	2003-03-18 19:01:00	2003-03-18	911
242	2003-03-18 19:02:00	2003-03-18	1212
243	2003-03-18 19:03:00	2003-03-18	1767
244	2003-03-18 19:04:00	2003-03-18	1607
245	2003-03-18 19:05:00	2003-03-18	1824
246	2003-03-18 19:06:00	2003-03-18	1463
247	2003-03-18 19:07:00	2003-03-18	1463
248	2003-03-18 19:08:00	2003-03-18	854
249	2003-03-18 19:09:00	2003-03-18	1174
250	2003-03-18 19:10:00	2003-03-18	1002
251	2003-03-18 19:11:00	2003-03-18	1332
252	2003-03-18 19:12:00	2003-03-18	1418
253	2003-03-18 19:13:00	2003-03-18	705
254	2003-03-18 19:14:00	2003-03-18	1002
255	2003-03-18 19:15:00	2003-03-18	828
256	2003-03-18 19:16:00	2003-03-18	1174
257	2003-03-18 19:17:00	2003-03-18	941
258	2003-03-18 19:18:00	2003-03-18	600
259	2003-03-18 19:19:00	2003-03-18	1174
260	2003-03-18 19:20:00	2003-03-18	941
261	2003-03-18 19:21:00	2003-03-18	1250
262	2003-03-18 19:22:00	2003-03-18	854
263	2003-03-18 19:23:00	2003-03-18	2131
264	2003-03-18 19:24:00	2003-03-18	1250
265	2003-03-18 19:25:00	2003-03-18	529
266	2003-03-18 19:26:00	2003-03-18	728
267	2003-03-18 19:27:00	2003-03-18	883
268	2003-03-18 19:28:00	2003-03-18	582
269	2003-03-18 19:29:00	2003-03-18	126
270	2003-03-18 19:30:00	2003-03-18	0
271	2003-03-18 19:31:00	2003-03-18	464
272	2003-03-18 19:32:00	2003-03-18	126
273	2003-03-18 19:33:00	2003-03-18	0
274	2003-03-18 19:34:00	2003-03-18	22
275	2003-03-18 19:35:00	2003-03-18	116
276	2003-03-18 19:36:00	2003-03-18	3
277	2003-03-18 19:37:00	2003-03-18	0
278	2003-03-18 19:38:00	2003-03-18	131
279	2003-03-18 19:39:00	2003-03-18	0
280	2003-03-18 19:40:00	2003-03-18	0
281	2003-03-18 19:41:00	2003-03-18	0
282	2003-03-18 19:42:00	2003-03-18	0
283	2003-03-18 19:43:00	2003-03-18	0
284	2003-03-18 19:44:00	2003-03-18	0
285	2003-03-18 19:45:00	2003-03-18	0
286	2003-03-18 19:46:00	2003-03-18	0
287	2003-03-18 19:47:00	2003-03-18	0
288	2003-03-18 19:48:00	2003-03-18	0
289	2003-03-18 19:49:00	2003-03-18	0
290	2003-03-18 19:50:00	2003-03-18	0
291	2003-03-18 19:51:00	2003-03-18	0
292	2003-03-18 19:52:00	2003-03-18	0
293	2003-03-18 19:53:00	2003-03-18	0
294	2003-03-18 19:54:00	2003-03-18	0
295	2003-03-18 19:55:00	2003-03-18	0
296	2003-03-18 19:56:00	2003-03-18	0
297	2003-03-18 19:57:00	2003-03-18	103
298	2003-03-18 19:58:00	2003-03-18	0
299	2003-03-18 19:59:00	2003-03-18	168
300	2003-03-18 20:00:00	2003-03-18	0
301	2003-03-18 20:01:00	2003-03-18	0
302	2003-03-18 20:02:00	2003-03-18	0
303	2003-03-18 20:03:00	2003-03-18	0
304	2003-03-18 20:04:00	2003-03-18	0
305	2003-03-18 20:05:00	2003-03-18	0
306	2003-03-18 20:06:00	2003-03-18	0
307	2003-03-18 20:07:00	2003-03-18	0
308	2003-03-18 20:08:00	2003-03-18	0
309	2003-03-18 20:09:00	2003-03-18	0
310	2003-03-18 20:10:00	2003-03-18	0
311	2003-03-18 20:11:00	2003-03-18	0
312	2003-03-18 20:12:00	2003-03-18	0
313	2003-03-18 20:13:00	2003-03-18	0
314	2003-03-18 20:14:00	2003-03-18	0
315	2003-03-18 20:15:00	2003-03-18	0
316	2003-03-18 20:16:00	2003-03-18	0
317	2003-03-18 20:17:00	2003-03-18	70
318	2003-03-18 20:18:00	2003-03-18	0
319	2003-03-18 20:19:00	2003-03-18	0
320	2003-03-18 20:20:00	2003-03-18	0
321	2003-03-18 20:21:00	2003-03-18	0
322	2003-03-18 20:22:00	2003-03-18	0
323	2003-03-18 20:23:00	2003-03-18	0
324	2003-03-18 20:24:00	2003-03-18	0
325	2003-03-18 20:25:00	2003-03-18	0
326	2003-03-18 20:26:00	2003-03-18	0
327	2003-03-18 20:27:00	2003-03-18	0
328	2003-03-18 20:28:00	2003-03-18	0
329	2003-03-18 20:29:00	2003-03-18	0
330	2003-03-18 20:30:00	2003-03-18	0
331	2003-03-18 20:31:00	2003-03-18	0
332	2003-03-18 20:32:00	2003-03-18	0
333	2003-03-18 20:33:00	2003-03-18	0
334	2003-03-18 20:34:00	2003-03-18	0
335	2003-03-18 20:35:00	2003-03-18	194
336	2003-03-18 20:36:00	2003-03-18	1375
337	2003-03-18 20:37:00	2003-03-18	971
338	2003-03-18 20:38:00	2003-03-18	464
339	2003-03-18 20:39:00	2003-03-18	662
340	2003-03-18 20:40:00	2003-03-18	728
341	2003-03-18 20:41:00	2003-03-18	751
342	2003-03-18 20:42:00	2003-03-18	728
343	2003-03-18 20:43:00	2003-03-18	1767
344	2003-03-18 20:44:00	2003-03-18	1767
345	2003-03-18 20:45:00	2003-03-18	911
346	2003-03-18 20:46:00	2003-03-18	529
347	2003-03-18 20:47:00	2003-03-18	1212
348	2003-03-18 20:48:00	2003-03-18	1607
349	2003-03-18 20:49:00	2003-03-18	2066
350	2003-03-18 20:50:00	2003-03-18	1250
351	2003-03-18 20:51:00	2003-03-18	1174
352	2003-03-18 20:52:00	2003-03-18	1102
353	2003-03-18 20:53:00	2003-03-18	1290
354	2003-03-18 20:54:00	2003-03-18	582
355	2003-03-18 20:55:00	2003-03-18	1102
356	2003-03-18 20:56:00	2003-03-18	662
357	2003-03-18 20:57:00	2003-03-18	801
358	2003-03-18 20:58:00	2003-03-18	776
359	2003-03-18 20:59:00	2003-03-18	828
360	2003-03-18 21:00:00	2003-03-18	582
361	2003-03-18 21:01:00	2003-03-18	751
362	2003-03-18 21:02:00	2003-03-18	662
363	2003-03-18 21:03:00	2003-03-18	640
364	2003-03-18 21:04:00	2003-03-18	911
365	2003-03-18 21:05:00	2003-03-18	1067
366	2003-03-18 21:06:00	2003-03-18	449
367	2003-03-18 21:07:00	2003-03-18	479
368	2003-03-18 21:08:00	2003-03-18	941
369	2003-03-18 21:09:00	2003-03-18	264
370	2003-03-18 21:10:00	2003-03-18	334
371	2003-03-18 21:11:00	2003-03-18	322
372	2003-03-18 21:12:00	2003-03-18	136
373	2003-03-18 21:13:00	2003-03-18	181
374	2003-03-18 21:14:00	2003-03-18	194
375	2003-03-18 21:15:00	2003-03-18	50
376	2003-03-18 21:16:00	2003-03-18	33
377	2003-03-18 21:17:00	2003-03-18	116
378	2003-03-18 21:18:00	2003-03-18	25
379	2003-03-18 21:19:00	2003-03-18	131
380	2003-03-18 21:20:00	2003-03-18	0
381	2003-03-18 21:21:00	2003-03-18	27
382	2003-03-18 21:22:00	2003-03-18	40
383	2003-03-18 21:23:00	2003-03-18	43
384	2003-03-18 21:24:00	2003-03-18	0
385	2003-03-18 21:25:00	2003-03-18	3
386	2003-03-18 21:26:00	2003-03-18	0
387	2003-03-18 21:27:00	2003-03-18	0
388	2003-03-18 21:28:00	2003-03-18	45
389	2003-03-18 21:29:00	2003-03-18	175
390	2003-03-18 21:30:00	2003-03-18	63
391	2003-03-18 21:31:00	2003-03-18	0
392	2003-03-18 21:32:00	2003-03-18	43
393	2003-03-18 21:33:00	2003-03-18	194
394	2003-03-18 21:34:00	2003-03-18	8
395	2003-03-18 21:35:00	2003-03-18	93
396	2003-03-18 21:36:00	2003-03-18	30
397	2003-03-18 21:37:00	2003-03-18	0
398	2003-03-18 21:38:00	2003-03-18	7
399	2003-03-18 21:39:00	2003-03-18	73
400	2003-03-18 21:40:00	2003-03-18	283
401	2003-03-18 21:41:00	2003-03-18	17
402	2003-03-18 21:42:00	2003-03-18	52
403	2003-03-18 21:43:00	2003-03-18	0
404	2003-03-18 21:44:00	2003-03-18	479
405	2003-03-18 21:45:00	2003-03-18	512
406	2003-03-18 21:46:00	2003-03-18	25
407	2003-03-18 21:47:00	2003-03-18	63
408	2003-03-18 21:48:00	2003-03-18	545
409	2003-03-18 21:49:00	2003-03-18	90
410	2003-03-18 21:50:00	2003-03-18	121
411	2003-03-18 21:51:00	2003-03-18	434
412	2003-03-18 21:52:00	2003-03-18	121
413	2003-03-18 21:53:00	2003-03-18	100
414	2003-03-18 21:54:00	2003-03-18	0
415	2003-03-18 21:55:00	2003-03-18	10
416	2003-03-18 21:56:00	2003-03-18	0
417	2003-03-18 21:57:00	2003-03-18	66
418	2003-03-18 21:58:00	2003-03-18	3
419	2003-03-18 21:59:00	2003-03-18	3
420	2003-03-18 22:00:00	2003-03-18	0
421	2003-03-18 22:01:00	2003-03-18	0
422	2003-03-18 22:02:00	2003-03-18	0
423	2003-03-18 22:03:00	2003-03-18	3
424	2003-03-18 22:04:00	2003-03-18	0
425	2003-03-18 22:05:00	2003-03-18	8
426	2003-03-18 22:06:00	2003-03-18	90
427	2003-03-18 22:07:00	2003-03-18	303
428	2003-03-18 22:08:00	2003-03-18	582
429	2003-03-18 22:09:00	2003-03-18	801
430	2003-03-18 22:10:00	2003-03-18	313
431	2003-03-18 22:11:00	2003-03-18	322
432	2003-03-18 22:12:00	2003-03-18	434
433	2003-03-18 22:13:00	2003-03-18	141
434	2003-03-18 22:14:00	2003-03-18	86
435	2003-03-18 22:15:00	2003-03-18	60
436	2003-03-18 22:16:00	2003-03-18	73
437	2003-03-18 22:17:00	2003-03-18	0
438	2003-03-18 22:18:00	2003-03-18	248
439	2003-03-18 22:19:00	2003-03-18	28
440	2003-03-18 22:20:00	2003-03-18	111
441	2003-03-18 22:21:00	2003-03-18	136
442	2003-03-18 22:22:00	2003-03-18	214
443	2003-03-18 22:23:00	2003-03-18	201
444	2003-03-18 22:24:00	2003-03-18	161
445	2003-03-18 22:25:00	2003-03-18	0
446	2003-03-18 22:26:00	2003-03-18	10
447	2003-03-18 22:27:00	2003-03-18	146
448	2003-03-18 22:28:00	2003-03-18	231
449	2003-03-18 22:29:00	2003-03-18	0
450	2003-03-18 22:30:00	2003-03-18	66
451	2003-03-18 22:31:00	2003-03-18	27
452	2003-03-18 22:32:00	2003-03-18	18
453	2003-03-18 22:33:00	2003-03-18	231
454	2003-03-18 22:34:00	2003-03-18	0
455	2003-03-18 22:35:00	2003-03-18	0
456	2003-03-18 22:36:00	2003-03-18	0
457	2003-03-18 22:37:00	2003-03-18	0
458	2003-03-18 22:38:00	2003-03-18	50
459	2003-03-18 22:39:00	2003-03-18	66
460	2003-03-18 22:40:00	2003-03-18	1174
461	2003-03-18 22:41:00	2003-03-18	146
462	2003-03-18 22:42:00	2003-03-18	512
463	2003-03-18 22:43:00	2003-03-18	96
464	2003-03-18 22:44:00	2003-03-18	600
465	2003-03-18 22:45:00	2003-03-18	106
466	2003-03-18 22:46:00	2003-03-18	662
467	2003-03-18 22:47:00	2003-03-18	828
468	2003-03-18 22:48:00	2003-03-18	214
469	2003-03-18 22:49:00	2003-03-18	495
470	2003-03-18 22:50:00	2003-03-18	1250
471	2003-03-18 22:51:00	2003-03-18	1174
472	2003-03-18 22:52:00	2003-03-18	464
473	2003-03-18 22:53:00	2003-03-18	479
474	2003-03-18 22:54:00	2003-03-18	801
475	2003-03-18 22:55:00	2003-03-18	231
476	2003-03-18 22:56:00	2003-03-18	27
477	2003-03-18 22:57:00	2003-03-18	161
478	2003-03-18 22:58:00	2003-03-18	15
479	2003-03-18 22:59:00	2003-03-18	7
480	2003-03-18 23:00:00	2003-03-18	7
481	2003-03-18 23:01:00	2003-03-18	33
482	2003-03-18 23:02:00	2003-03-18	103
483	2003-03-18 23:03:00	2003-03-18	32
484	2003-03-18 23:04:00	2003-03-18	111
485	2003-03-18 23:05:00	2003-03-18	40
486	2003-03-18 23:06:00	2003-03-18	0
487	2003-03-18 23:07:00	2003-03-18	25
488	2003-03-18 23:08:00	2003-03-18	43
489	2003-03-18 23:09:00	2003-03-18	10
490	2003-03-18 23:10:00	2003-03-18	53
491	2003-03-18 23:11:00	2003-03-18	0
492	2003-03-18 23:12:00	2003-03-18	93
493	2003-03-18 23:13:00	2003-03-18	18
494	2003-03-18 23:14:00	2003-03-18	86
495	2003-03-18 23:15:00	2003-03-18	20
496	2003-03-18 23:16:00	2003-03-18	369
497	2003-03-18 23:17:00	2003-03-18	0
498	2003-03-18 23:18:00	2003-03-18	10
499	2003-03-18 23:19:00	2003-03-18	50
500	2003-03-18 23:20:00	2003-03-18	0
501	2003-03-18 23:21:00	2003-03-18	0
502	2003-03-18 23:22:00	2003-03-18	57
503	2003-03-18 23:23:00	2003-03-18	161
504	2003-03-18 23:24:00	2003-03-18	0
505	2003-03-18 23:25:00	2003-03-18	151
506	2003-03-18 23:26:00	2003-03-18	801
507	2003-03-18 23:27:00	2003-03-18	334
508	2003-03-18 23:28:00	2003-03-18	828
509	2003-03-18 23:29:00	2003-03-18	911
510	2003-03-18 23:30:00	2003-03-18	971
511	2003-03-18 23:31:00	2003-03-18	801
512	2003-03-18 23:32:00	2003-03-18	1137
513	2003-03-18 23:33:00	2003-03-18	273
514	2003-03-18 23:34:00	2003-03-18	30
515	2003-03-18 23:35:00	2003-03-18	1375
516	2003-03-18 23:36:00	2003-03-18	529
517	2003-03-18 23:37:00	2003-03-18	131
518	2003-03-18 23:38:00	2003-03-18	1034
519	2003-03-18 23:39:00	2003-03-18	1137
520	2003-03-18 23:40:00	2003-03-18	0
521	2003-03-18 23:41:00	2003-03-18	0
522	2003-03-18 23:42:00	2003-03-18	30
523	2003-03-18 23:43:00	2003-03-18	0
524	2003-03-18 23:44:00	2003-03-18	5
525	2003-03-18 23:45:00	2003-03-18	0
526	2003-03-18 23:46:00	2003-03-18	76
527	2003-03-18 23:47:00	2003-03-18	0
528	2003-03-18 23:48:00	2003-03-18	0
529	2003-03-18 23:49:00	2003-03-18	0
530	2003-03-18 23:50:00	2003-03-18	0
531	2003-03-18 23:51:00	2003-03-18	0
532	2003-03-18 23:52:00	2003-03-18	0
533	2003-03-18 23:53:00	2003-03-18	30
534	2003-03-18 23:54:00	2003-03-18	0
535	2003-03-18 23:55:00	2003-03-18	3
536	2003-03-18 23:56:00	2003-03-18	0
537	2003-03-18 23:57:00	2003-03-18	0
538	2003-03-18 23:58:00	2003-03-18	3
539	2003-03-18 23:59:00	2003-03-18	0
